Height_cm,Weight_kg
165.02132028215445,66.1315921417677
183.2194696065295,82.16464818060874
140.00686248904069,110.87536794486196
158.1399543579104,68.58158080019999
148.8053534490268,112.68281207358393
145.54031568612785,89.86880926334422
151.17561268266024,41.2656994277245
160.73364362258286,114.3549786995009
163.8060484538402,95.27175340135392
172.32900404020143,119.78582803611845
165.15167086419768,53.787240667626286
181.11317002380557,50.97085997031022
152.26713498389105,114.60763704297308
192.68704618345672,95.74545291919202
141.64325559187557,45.280013817764996
180.22805061070414,100.4370442081973
165.03828814202762,100.31009507689971
173.5213897067451,113.84196284371866
148.42321631571403,96.92198069027773
151.88608934509273,49.941676957773176
188.0446741205322,41.59041070718365
198.09569454316386,42.096878950217544
158.80545068955456,42.26451904166357
181.53935694015885,59.69688540824367
192.5833491377623,108.80223589463104
193.67639981023083,83.10648514733222
145.1026526821867,84.22575829486127
142.34328699397295,107.36247138876845
150.18982517387414,49.933865209592895
192.68855020576478,62.33469432089116
145.900810029983,86.86074171666303
165.26645750030312,117.56765986557396
197.4733718090301,84.8824175404568
171.98991709838103,41.49178314983544
181.5126268370284,104.0506138144493
158.93093786036377,58.637941907281636
181.190055660895,104.56841564950233
190.07754031384238,71.02885152513375
141.0972966406515,109.0833483647543
185.00865889669805,99.76973141897477
199.33166533438967,84.49921871923351
184.88993926279036,50.9164180528548
156.82663952386432,44.793415160976934
187.3567597070893,49.707476459258984
146.19356039465853,43.564150283580936
166.87361157055432,48.59953032848743
194.51573018558574,58.05674708862838
157.61684890242077,97.03911843061414
157.2665203151809,84.7773585643314
147.80171432709665,41.00447841272927
141.16201747221783,45.75794237515894
180.73013197639347,117.38210640002177
152.69768696000355,85.44803695359536
155.93279956233357,56.26345877287924
169.4943895568203,60.186059565625875
143.2017527070248,99.50606832600744
174.4470563295208,55.634358488745505
148.8037144943486,86.50871418186063
175.35833221419705,117.60159912706499
181.98550160125586,107.74630411920282
146.14006572966954,59.187820731806895
164.8433592691741,79.5015771414984
181.6640094636647,89.59645747051039
164.85075617161417,106.3184719640143
142.99720753676522,52.54331157168674
172.1537843549307,41.48609617419276
179.82767871318734,45.60177149753778
170.89334672349852,78.90760887496255
196.6756853594488,88.50635693226643
175.1933024301196,85.50811496691851
194.20411491727302,65.38899274577287
148.24848224877425,119.08929235299591
148.35658083504552,86.37961753966376
188.44347732257143,70.41129380988403
163.860610219132,84.07585752943174
149.92125182701596,99.62675447252016
195.65051482376202,93.53863147625476
160.8659515847304,61.19356461302475
185.04872618816933,45.30678675427532
183.55987912102708,69.60673583312851
192.99836547234858,90.37740056172515
177.42033242333653,56.813920793187165
185.05654604164022,100.22044429910511
160.93390051867055,45.322918508329195
156.19567350590157,60.82520788628328
193.753173091764,104.38036509946764
165.6854713922777,55.47474260986622
197.89040282890312,91.1568704703952
179.80648986910688,81.97362472989869
177.3017432125473,113.98463763194806
146.8847583772025,61.06374163896888
196.96935552242428,45.2768872547219
166.99472800879644,98.80527706309356
174.7033768632279,101.77424236345973
164.48820816567687,112.62526820028192
154.22161881458166,114.55776553574698
194.20277123373523,41.116125838047765
174.42076920033716,58.74896688971364
140.17221962186954,89.34226856013261
177.02869481724343,115.92130565500932
